id_hospital,nome_hospital,estado,cidade,tipo_unidade,qtd_leitos,ocupacao_perc,pacientes_em_espera,qtd_medicos,qtd_enfermeiros,qtd_atendimentos_mes,tempo_medio_espera_min,gastos_mensais_R$,repasses_sus_R$,taxa_mortalidade_%,tipo_gestao,indice_satisfacao,data
f685ad2d,Hospital Esperança 499,RO,Cuiabá,Unidade Mista,354,56.2,30,52,148,7472,39.87,882045.59,627675.59,1.55,Federal,4.3,03/04/2025
1bdca16e,Hospital Saúde 370,RO,Goiânia,Hospital Especializado,206,30.6,138,41,57,7672,125.44,602336.69,778072.4,10.03,Federal,3.8,28/11/2024
08940a7c,Hospital Vida 989,RO,Palmas,Hospital Geral,211,33.2,56,59,125,6602,72.82,498108.1,166103.57,10.15,Estadual,3.3,10/06/2024
e7bcc82c,Hospital Bem Estar 88,RO,Cuiabá,UPA,460,43.7,44,68,36,7131,130.03,985125.74,324297.05,11.76,Estadual,2.7,29/01/2025
2c3171c8,Hospital Vida 291,RO,São Paulo,Posto de Saúde,183,71.1,5,41,97,7451,46.09,543176.41,325520.45,4.2,Estadual,1.6,21/09/2024
48e000db,Hospital Bem Estar 349,RO,Curitiba,Unidade Mista,42,74.3,60,93,146,7503,149.34,940888.2,135052.75,14.21,Estadual,2.0,02/05/2024
8f52f856,Hospital Vida 96,RO,Campo Grande,Hospital Especializado,414,48.6,135,73,105,5661,71.62,758390.37,544203.91,13.19,Estadual,4.0,27/01/2025
72f8edf5,Hospital Esperança 111,RO,Rio de Janeiro,Hospital Geral,90,43.6,101,17,65,1335,121.18,770646.94,86165.48,5.81,Municipal,1.9,14/06/2024
a4be4b67,Hospital Bem Estar 150,RO,Rio Branco,UPA,470,58.4,72,64,61,5282,75.62,533633.54,305445.13,10.69,Municipal,1.1,01/02/2025
dff74921,Hospital Bem Estar 411,RO,Maceió,Posto de Saúde,50,49.7,12,52,6,1332,98.96,850907.23,485869.31,5.34,Municipal,3.5,18/09/2024
2e99f8d8,Hospital Bem Estar 134,RO,Belo Horizonte,Unidade Mista,418,26.9,146,93,54,351,126.29,592841.55,831035.25,9.6,Municipal,2.1,06/06/2024
a22a1942,Hospital Saúde 998,RO,Recife,Hospital Especializado,421,52.3,62,70,56,356,161.01,636212.05,516578.41,11.91,Municipal,3.7,29/12/2024
2baa3212,Hospital Vida 925,RO,Brasília,Hospital Geral,344,40.2,50,49,132,591,176.85,243177.72,359519.57,8.88,Federal,3.3,21/08/2024
f6684358,Hospital Esperança 883,RO,Rio Branco,UPA,102,76.6,69,21,47,6621,81.17,979816.04,632528.75,1.7,Federal,2.5,07/09/2024
da894ae4,Hospital Vida 743,RO,Manaus,Posto de Saúde,371,65.6,16,86,68,5029,14.01,973050.24,556578.21,6.57,Federal,3.6,26/07/2024
89d89424,Hospital Vida 818,RO,Belém,Unidade Mista,283,69.5,78,23,97,9848,138.85,922409.72,777960.91,2.54,Federal,4.0,18/04/2024
84bbcca0,Hospital Bem Estar 175,RO,Cuiabá,Hospital Especializado,473,46.2,4,15,30,2583,66.98,920613.6,476650.59,9.7,Federal,2.8,12/03/2025
c0bcb38d,Hospital Esperança 969,RO,Vitória,Hospital Geral,378,34.6,75,39,108,979,56.71,671095.69,204214.98,0.69,Estadual,3.2,20/10/2024
e26f74b7,Hospital Bem Estar 754,RO,Fortaleza,UPA,55,93.9,34,11,71,7117,97.08,222011.89,240135.3,13.22,Estadual,5.0,08/08/2024
64e6b1d9,Hospital Esperança 751,RO,Belo Horizonte,Posto de Saúde,382,84.2,24,36,100,6702,158.08,646129.79,574503.72,14.94,Estadual,1.6,13/11/2024
552d04b8,Hospital Saúde 434,RO,Belém,Unidade Mista,189,25.7,11,67,12,5459,111.13,258721.44,737080.89,9.34,Estadual,2.9,16/04/2024
db141a04,Hospital Bem Estar 710,RO,Rio de Janeiro,Hospital Especializado,456,40.1,67,23,63,9447,109.94,887436.99,688804.66,14.84,Estadual,3.1,05/05/2024
c8559ad1,Hospital Vida 679,RO,Belém,Hospital Geral,167,80.3,38,77,136,3435,38.45,672315.86,252920.58,13.63,Municipal,3.5,10/03/2025
e1e56b55,Hospital Vida 571,RO,Rio de Janeiro,UPA,375,23.2,101,36,49,7991,71.06,700451.28,605000.05,9.47,Municipal,2.0,21/05/2024
3ddc3bf0,Hospital Bem Estar 627,RO,São Paulo,Posto de Saúde,147,76.4,37,17,23,7174,118.3,152249.57,151771.45,12.42,Municipal,4.3,22/03/2025
aa874c85,Hospital Saúde 454,RO,Belo Horizonte,Unidade Mista,378,59.8,102,10,79,8097,175.49,737850.64,788061.3,4.96,Municipal,4.8,04/05/2024
530575d4,Hospital Vida 179,RO,São Paulo,Hospital Especializado,155,68.6,108,91,13,5054,46.75,212293.25,98395.47,9.04,Municipal,2.8,13/10/2024
829dad30,Hospital Bem Estar 385,RO,Vitória,Hospital Geral,265,30.6,135,55,15,460,129.9,819302.45,785318.99,12.64,Federal,3.3,18/12/2024
6ec3058b,Hospital Saúde 331,RO,Belo Horizonte,UPA,402,75.4,10,42,108,6660,52.13,231486.29,247017.31,11.33,Federal,1.4,04/01/2025
13c1fa57,Hospital Vida 717,RO,Campo Grande,Posto de Saúde,150,71.9,6,29,31,1556,127.87,88208.0,162147.73,9.55,Federal,4.2,01/10/2024
6efbe4bb,Hospital Vida 757,RO,Rio de Janeiro,Unidade Mista,402,83.4,35,48,146,3481,152.45,581698.0,838210.66,7.01,Federal,3.5,06/04/2025
76b102ee,Hospital Vida 762,RO,Natal,Hospital Especializado,431,27.5,17,48,27,8799,104.61,63847.7,56190.97,4.29,Federal,4.7,15/02/2025
a242f0b2,Hospital Bem Estar 326,RO,Maceió,Hospital Geral,169,65.1,6,61,37,8357,151.3,410712.37,326111.44,9.06,Estadual,3.1,26/03/2025
126a31bb,Hospital Saúde 716,RO,Belém,UPA,189,27.4,140,61,67,9604,117.32,395210.66,222221.23,7.72,Estadual,1.2,25/09/2024
9acc91a9,Hospital Bem Estar 859,RO,Teresina,Posto de Saúde,329,94.9,119,68,14,3864,80.29,856558.71,279359.73,0.92,Estadual,4.5,08/01/2025
ad7276f0,Hospital Vida 805,RO,Brasília,Unidade Mista,12,26.2,98,58,117,3316,84.99,554036.3,216789.27,12.96,Estadual,2.1,13/08/2024
1534e23a,Hospital Saúde 48,RO,Boa Vista,Hospital Especializado,201,65.0,61,12,123,7599,173.32,605350.32,613151.72,3.84,Estadual,2.3,11/11/2024
a102cf54,Hospital Esperança 116,RO,Brasília,Hospital Geral,173,57.5,86,90,75,1529,93.98,117883.24,214016.37,4.11,Municipal,3.5,25/04/2024
c87c5431,Hospital Vida 481,RO,Campo Grande,UPA,482,32.1,49,99,19,615,38.12,135934.1,94394.77,1.84,Municipal,2.0,30/09/2024
49bcc0af,Hospital Vida 765,RO,Natal,Posto de Saúde,431,25.8,38,24,46,1814,38.23,554303.28,415736.81,14.31,Municipal,4.0,16/05/2024
054dc34d,Hospital Bem Estar 186,RO,Manaus,Unidade Mista,469,60.5,11,54,115,5461,170.52,615306.61,121645.57,14.93,Municipal,3.2,24/10/2024
6ba093bd,Hospital Saúde 894,RO,Rio de Janeiro,Hospital Especializado,396,43.6,21,18,72,2388,123.4,940864.34,491404.67,2.01,Municipal,1.0,12/07/2024
084a3c46,Hospital Esperança 189,RO,Salvador,Hospital Geral,107,62.2,10,38,117,4875,131.71,710544.67,331437.3,0.92,Federal,4.1,27/08/2024
63b53cff,Hospital Saúde 131,RO,Cuiabá,UPA,90,23.6,95,36,72,7762,76.51,752028.84,741706.88,7.94,Federal,2.8,29/09/2024
9873a792,Hospital Saúde 10,RO,Campo Grande,Posto de Saúde,92,50.5,58,100,30,1801,147.61,475781.57,288778.71,2.78,Federal,2.1,11/06/2024
f68ce00b,Hospital Saúde 108,RO,Florianópolis,Unidade Mista,290,23.4,48,99,117,5863,153.23,159239.08,584452.52,10.17,Federal,3.8,21/06/2024
55e9a97b,Hospital Saúde 27,RO,Campo Grande,Hospital Especializado,53,73.3,141,13,74,3165,32.04,608409.4,322797.49,12.99,Federal,4.8,04/11/2024
de48fe0e,Hospital Saúde 943,RO,Vitória,Hospital Geral,69,42.4,124,50,9,7917,77.83,582046.39,450618.88,2.97,Estadual,1.7,25/03/2025
d3547fbe,Hospital Vida 745,RO,Belo Horizonte,UPA,319,92.3,94,86,35,3932,88.13,919632.35,633331.52,1.71,Estadual,1.2,06/10/2024
190cf8d5,Hospital Bem Estar 496,RO,Belém,Posto de Saúde,192,53.8,130,43,115,1503,174.82,833732.48,544001.69,4.0,Estadual,2.2,02/06/2024
1fc51c7a,Hospital Esperança 737,RO,Palmas,Unidade Mista,234,99.9,1,81,20,3500,56.04,844845.5,376286.22,14.52,Estadual,4.9,03/12/2024
56419652,Hospital Bem Estar 370,RO,Belo Horizonte,Hospital Especializado,297,87.6,8,95,43,3216,121.34,865274.25,253586.98,14.91,Estadual,4.8,11/06/2024
8eed63f5,Hospital Esperança 311,RO,Maceió,Hospital Geral,384,38.7,92,99,58,1637,113.42,163691.7,88761.24,10.76,Municipal,2.1,28/12/2024
13c73228,Hospital Vida 767,RO,Cuiabá,UPA,134,56.8,18,31,146,6090,50.32,721962.42,758501.65,4.68,Municipal,4.3,19/03/2025
da1b574b,Hospital Saúde 616,RO,Florianópolis,Posto de Saúde,37,27.3,17,10,47,6354,60.67,596702.41,32035.92,9.36,Municipal,4.5,13/07/2024
e5306a16,Hospital Bem Estar 638,RO,Goiânia,Unidade Mista,263,33.9,65,49,123,7378,127.68,704592.87,640879.97,7.42,Municipal,1.5,18/05/2024
abdfaba7,Hospital Vida 219,RO,Vitória,Hospital Especializado,45,75.8,40,96,136,5822,167.49,622869.37,507649.02,6.61,Municipal,3.9,24/08/2024
2107588e,Hospital Vida 604,RO,Rio de Janeiro,Hospital Geral,197,75.8,43,72,110,471,82.25,327457.69,842245.52,7.54,Federal,3.5,03/10/2024
7a8d5c35,Hospital Vida 102,RO,Salvador,UPA,442,68.4,98,38,32,7294,136.79,572534.76,325909.33,11.31,Federal,1.9,08/09/2024
24ae9855,Hospital Bem Estar 621,RO,Rio Branco,Posto de Saúde,247,58.9,139,83,120,1937,149.22,386517.25,533404.15,0.46,Federal,2.4,07/06/2024
7cff1408,Hospital Vida 247,RO,Natal,Unidade Mista,15,50.7,93,43,13,7491,101.2,709309.16,461694.35,1.88,Federal,1.0,17/12/2024
06c46ec9,Hospital Esperança 137,RO,Campo Grande,Hospital Especializado,87,97.8,114,44,90,1187,96.86,240473.29,338820.72,14.24,Federal,1.7,12/12/2024
2442abc6,Hospital Saúde 497,RO,Goiânia,Hospital Geral,190,22.7,37,55,30,797,38.38,469274.41,558423.08,12.74,Estadual,1.8,26/03/2025
e6fbd289,Hospital Vida 671,RO,Natal,UPA,328,20.3,22,64,78,275,40.26,170433.0,716107.29,12.7,Estadual,4.6,02/02/2025
8ee9ec34,Hospital Esperança 649,RO,Manaus,Posto de Saúde,257,83.2,43,18,134,5303,144.82,225296.19,193696.73,13.75,Estadual,3.0,05/10/2024
2df829bb,Hospital Saúde 99,RO,Campo Grande,Unidade Mista,244,89.1,107,99,82,496,82.52,963895.89,117115.21,6.71,Estadual,3.7,24/02/2025
66ec73b1,Hospital Esperança 935,RO,Curitiba,Hospital Especializado,357,55.5,87,41,129,2644,17.64,945484.78,347635.29,6.27,Estadual,1.1,02/02/2025
a510d110,Hospital Saúde 669,RO,Goiânia,Hospital Geral,30,52.5,18,61,42,5555,21.98,78617.82,574816.58,0.73,Municipal,2.7,13/05/2024
c8193f15,Hospital Saúde 759,RO,Manaus,UPA,77,70.2,10,89,90,8866,136.62,124223.81,717304.64,8.6,Municipal,4.0,25/09/2024
b439ac8f,Hospital Saúde 586,RO,Porto Velho,Posto de Saúde,492,89.5,29,72,33,8385,53.79,510093.05,108971.09,0.47,Municipal,1.7,26/12/2024
35b9454a,Hospital Saúde 749,RO,São Paulo,Unidade Mista,292,92.4,65,79,135,1363,42.03,252303.32,487420.27,6.44,Municipal,3.2,11/06/2024
4b069974,Hospital Saúde 598,RO,Salvador,Hospital Especializado,496,43.4,58,18,37,1289,112.77,445267.65,280366.37,13.52,Municipal,1.1,24/12/2024
57916f63,Hospital Vida 108,RO,Natal,Hospital Geral,223,85.8,141,83,87,6072,15.95,827366.73,300831.44,3.53,Federal,3.5,30/12/2024
07c7f1cf,Hospital Esperança 674,RO,Rio de Janeiro,UPA,238,75.3,140,79,31,2684,27.11,908106.76,469783.55,5.17,Federal,1.9,19/09/2024
541772fe,Hospital Vida 167,RO,Goiânia,Posto de Saúde,299,35.6,117,86,139,177,177.16,204099.77,285786.58,11.16,Federal,3.6,08/04/2025
1241e99c,Hospital Vida 703,RO,Campo Grande,Unidade Mista,305,53.3,139,23,18,1284,172.24,168662.65,699046.4,11.16,Federal,1.5,04/12/2024
044ecf14,Hospital Esperança 612,RO,Manaus,Hospital Especializado,27,61.3,54,75,69,158,151.67,761839.72,779035.05,5.9,Federal,3.5,27/12/2024
c2d43842,Hospital Saúde 418,RO,Salvador,Hospital Geral,362,41.1,64,18,63,5081,12.43,726791.16,777589.27,11.56,Estadual,2.0,28/04/2024
0f514b5b,Hospital Vida 56,RO,Rio de Janeiro,UPA,68,33.7,132,49,141,6287,33.91,381878.53,595997.41,1.47,Estadual,4.2,20/08/2024
5e95f7c2,Hospital Saúde 388,RO,Campo Grande,Posto de Saúde,343,80.2,38,11,81,3037,11.93,879403.49,776012.25,9.58,Estadual,3.1,05/08/2024
b6261352,Hospital Esperança 679,RO,Cuiabá,Unidade Mista,37,22.8,64,7,134,8066,76.06,615836.95,597251.93,6.55,Estadual,4.4,18/11/2024
91944e44,Hospital Vida 259,RO,Porto Velho,Hospital Especializado,21,77.9,54,24,31,1909,99.44,395939.59,319816.36,3.52,Estadual,3.6,22/05/2024
9e15d123,Hospital Esperança 500,RO,Goiânia,Hospital Geral,365,81.8,76,77,114,8599,114.03,109552.14,187059.34,9.04,Municipal,2.0,01/07/2024
804cc27c,Hospital Bem Estar 676,RO,Curitiba,UPA,132,30.2,97,81,147,7537,91.88,645073.97,21740.19,11.95,Municipal,1.7,21/08/2024
ea723f15,Hospital Saúde 915,RO,Porto Velho,Posto de Saúde,155,76.7,69,30,106,1443,155.49,862285.88,160564.54,0.52,Municipal,1.6,17/04/2024
40ad8cb1,Hospital Saúde 798,RO,Goiânia,Unidade Mista,78,58.0,133,60,142,432,172.19,726311.65,842489.66,1.77,Municipal,1.4,22/02/2025
e7f21137,Hospital Esperança 733,RO,João Pessoa,Hospital Especializado,402,74.3,119,87,72,5576,89.82,121925.23,153992.59,11.01,Municipal,4.0,13/08/2024
4c941ee2,Hospital Bem Estar 979,RO,São Luís,Hospital Geral,500,88.3,62,45,102,9700,61.98,419346.91,836232.33,4.71,Federal,2.2,12/08/2024
809eaed0,Hospital Bem Estar 45,RO,Porto Alegre,UPA,456,31.4,19,29,117,6077,144.18,563514.74,260956.59,3.97,Federal,1.9,10/03/2025
e7c0a382,Hospital Bem Estar 433,RO,Belo Horizonte,Posto de Saúde,35,54.0,51,12,37,4074,37.04,439870.49,125267.26,12.43,Federal,4.9,18/02/2025
628a6fce,Hospital Saúde 37,RO,São Luís,Unidade Mista,25,71.3,66,87,69,1979,86.54,541936.66,217035.97,9.65,Federal,1.2,06/05/2024
f122b085,Hospital Saúde 363,RO,Campo Grande,Hospital Especializado,384,55.2,115,92,32,8378,120.07,112367.72,454175.71,1.81,Federal,2.6,24/02/2025
5d445c4f,Hospital Vida 607,RO,Campo Grande,Hospital Geral,398,55.0,144,36,111,9236,147.09,982871.31,517164.5,5.42,Estadual,1.2,10/05/2024
04c08ee7,Hospital Vida 694,RO,Natal,UPA,71,62.4,128,90,14,4095,70.59,202921.69,360851.29,11.33,Estadual,2.1,22/12/2024
a03f559b,Hospital Saúde 881,RO,Florianópolis,Posto de Saúde,185,64.9,54,64,70,7950,41.38,156025.33,339797.75,14.78,Estadual,2.2,24/08/2024
73819d1a,Hospital Bem Estar 300,RO,Palmas,Unidade Mista,357,22.9,49,24,141,1010,178.81,688675.72,72265.82,10.11,Estadual,1.4,24/11/2024
ac2fcfeb,Hospital Bem Estar 870,RO,João Pessoa,Hospital Especializado,356,62.8,37,26,14,6668,124.04,817516.41,524007.59,7.63,Estadual,1.8,17/12/2024
a1d0e74b,Hospital Saúde 733,RO,São Paulo,Hospital Geral,410,91.5,88,6,95,9254,16.41,981114.7,194600.61,13.12,Municipal,4.1,17/06/2024
6eed2fe5,Hospital Esperança 714,RO,Fortaleza,UPA,129,90.5,140,76,18,4531,148.24,72516.63,374853.95,8.09,Municipal,4.4,24/03/2025
9fbe118b,Hospital Vida 187,RO,Belo Horizonte,Posto de Saúde,136,38.1,139,15,20,3903,37.46,493894.62,423303.92,5.6,Municipal,4.7,13/02/2025
fd9d291b,Hospital Saúde 644,RO,Boa Vista,Unidade Mista,106,90.3,47,16,48,7831,19.17,837082.04,86633.2,14.96,Municipal,1.6,17/09/2024
a2219e8c,Hospital Bem Estar 809,RO,Aracaju,Hospital Especializado,114,79.0,19,27,124,2273,87.96,786220.06,125388.15,8.72,Municipal,3.9,28/09/2024
f78633e9,Hospital Bem Estar 555,RO,Teresina,Hospital Geral,69,81.5,11,73,81,4866,93.66,664575.58,694765.33,1.01,Federal,2.1,19/11/2024
dbd88e9e,Hospital Vida 689,RO,João Pessoa,UPA,304,99.7,70,65,138,6334,134.27,391507.84,579476.28,7.43,Federal,2.0,30/01/2025
e03c06cc,Hospital Saúde 380,RO,Natal,Posto de Saúde,329,40.0,75,74,31,9147,124.41,295562.0,403409.16,7.02,Federal,2.5,13/01/2025
ba003d23,Hospital Bem Estar 896,RO,Cuiabá,Unidade Mista,465,85.1,33,83,87,7050,21.11,252263.3,259194.06,8.66,Federal,3.9,08/07/2024
b5dbf1f3,Hospital Esperança 472,RO,Porto Velho,Hospital Especializado,353,45.8,20,81,122,7262,66.73,86471.57,295243.4,7.62,Federal,4.8,13/03/2025
d9af54f3,Hospital Saúde 398,RO,Vitória,Hospital Geral,403,57.2,87,78,90,3931,150.3,306817.27,562962.25,2.15,Estadual,1.9,19/04/2024
2a63173e,Hospital Saúde 16,RO,Vitória,UPA,326,81.9,141,87,97,1286,173.9,919475.66,313537.43,13.54,Estadual,1.6,18/06/2024
58438397,Hospital Vida 273,RO,Campo Grande,Posto de Saúde,27,98.3,7,27,109,6389,115.7,723501.67,868457.82,8.8,Estadual,2.6,13/10/2024
6a5f2590,Hospital Esperança 979,RO,Teresina,Unidade Mista,385,92.9,98,20,78,1045,49.66,694264.53,611332.2,1.49,Estadual,3.9,22/10/2024
2d1f808c,Hospital Saúde 149,RO,Campo Grande,Hospital Especializado,76,96.0,0,86,87,9372,177.46,731897.92,158964.55,13.37,Estadual,3.3,02/02/2025
80e8b1da,Hospital Saúde 931,RO,Rio Branco,Hospital Geral,124,36.9,127,37,144,7040,28.66,706687.88,502526.86,0.36,Municipal,3.0,26/02/2025
75c8b89b,Hospital Esperança 939,RO,Florianópolis,UPA,384,96.2,37,37,117,2573,148.52,990815.77,220513.05,0.85,Municipal,4.8,01/11/2024
d0ff374d,Hospital Bem Estar 559,RO,Porto Alegre,Posto de Saúde,86,32.4,118,84,116,6301,49.36,266841.35,493773.79,3.86,Municipal,1.0,14/10/2024
adbdb301,Hospital Saúde 264,RO,Campo Grande,Unidade Mista,196,65.6,98,93,127,629,140.03,123198.32,815175.12,12.99,Municipal,3.5,25/12/2024
88b95a12,Hospital Bem Estar 690,RO,Maceió,Hospital Especializado,127,30.1,126,33,11,3942,146.64,825259.22,616402.07,5.45,Municipal,2.8,03/05/2024
ea4034ed,Hospital Esperança 156,RO,Porto Velho,Hospital Geral,262,76.1,145,52,24,9161,102.76,367790.91,554824.46,12.51,Federal,3.7,01/11/2024
91a6395b,Hospital Vida 567,RO,Cuiabá,UPA,79,59.7,124,79,66,3313,119.67,674437.81,88274.28,8.09,Federal,3.0,09/05/2024
215a598c,Hospital Bem Estar 153,RO,Boa Vista,Posto de Saúde,396,89.2,7,79,34,614,53.04,554492.25,688089.21,3.48,Federal,5.0,29/10/2024
ee5930f8,Hospital Esperança 708,RO,Porto Velho,Unidade Mista,229,82.7,9,60,121,4286,73.48,623733.94,114539.19,0.84,Federal,2.8,04/12/2024
34b91729,Hospital Saúde 838,RO,Curitiba,Hospital Especializado,299,48.6,53,89,102,4336,12.67,830104.37,34132.7,9.88,Federal,2.2,12/11/2024
47878e21,Hospital Saúde 143,RO,Porto Velho,Hospital Geral,395,51.5,72,59,15,2499,27.46,439544.71,332094.14,5.89,Estadual,3.6,20/06/2024
f98ea940,Hospital Bem Estar 193,RO,Teresina,UPA,167,92.8,116,24,139,124,144.35,454470.77,388550.0,10.44,Estadual,4.4,16/08/2024
ae60c5a1,Hospital Saúde 194,RO,Goiânia,Posto de Saúde,131,98.5,106,49,126,4308,141.6,249486.93,68008.57,5.37,Estadual,3.5,23/09/2024
d009496f,Hospital Bem Estar 951,RO,Vitória,Unidade Mista,447,51.7,37,93,44,9893,46.26,335645.73,824113.36,13.27,Estadual,1.9,03/06/2024
5eb3826b,Hospital Esperança 724,RO,Fortaleza,Hospital Especializado,64,34.0,13,84,36,3074,29.34,271842.74,109872.17,8.97,Estadual,2.6,28/10/2024
fbb3f202,Hospital Vida 724,RO,Maceió,Hospital Geral,108,98.2,66,25,74,5375,105.41,364915.49,747293.21,8.57,Municipal,1.9,31/10/2024
bc2b08d2,Hospital Esperança 215,RO,Cuiabá,UPA,333,21.9,71,75,27,6621,170.55,198592.86,99690.37,8.57,Municipal,1.8,18/09/2024
83bea4f4,Hospital Bem Estar 90,RO,Curitiba,Posto de Saúde,249,32.4,66,93,116,289,50.31,111215.14,428333.93,1.1,Municipal,4.0,24/04/2024
76403526,Hospital Saúde 742,RO,Florianópolis,Unidade Mista,483,81.0,35,44,138,119,29.62,732903.69,628287.91,0.75,Municipal,4.8,26/03/2025
075c4773,Hospital Esperança 222,RO,Fortaleza,Hospital Especializado,226,83.9,21,50,39,6674,156.9,630586.02,869308.83,13.28,Municipal,4.1,31/12/2024
b17a65a5,Hospital Bem Estar 31,RO,Salvador,Hospital Geral,31,32.2,62,47,127,8549,60.13,450641.02,812010.11,6.02,Federal,3.8,19/06/2024
3b8c4b09,Hospital Saúde 51,RO,Rio de Janeiro,UPA,190,61.2,42,41,47,180,153.19,389460.36,674417.76,7.25,Federal,1.1,25/03/2025
f4feb906,Hospital Vida 829,RO,Goiânia,Posto de Saúde,39,65.7,29,66,13,1228,129.56,800766.66,699910.95,4.87,Federal,1.6,21/08/2024
c2c456a8,Hospital Esperança 441,RO,Cuiabá,Unidade Mista,235,50.7,66,28,8,7445,144.45,923968.93,154706.13,2.14,Federal,4.2,08/05/2024
acf6b04a,Hospital Esperança 88,RO,Aracaju,Hospital Especializado,312,43.5,74,54,62,3574,156.58,475071.73,263241.79,2.17,Federal,3.0,26/07/2024
992d71bf,Hospital Vida 787,RO,Vitória,Hospital Geral,456,77.1,42,62,77,4158,80.52,689818.18,90081.36,11.12,Estadual,3.2,20/11/2024
065d9fc1,Hospital Saúde 489,RO,Palmas,UPA,334,59.7,140,54,22,4645,155.33,582167.82,463916.69,9.25,Estadual,3.8,10/07/2024
07a36668,Hospital Saúde 722,RO,Fortaleza,Posto de Saúde,85,80.0,142,42,27,7598,77.01,160363.58,829490.49,7.41,Estadual,1.6,30/07/2024
8a305860,Hospital Esperança 690,RO,Porto Velho,Unidade Mista,230,80.9,38,55,150,2570,82.21,186088.78,590877.57,8.56,Estadual,4.0,20/08/2024
f4bda4f5,Hospital Vida 612,RO,Manaus,Hospital Especializado,159,67.9,126,95,99,3671,38.77,223505.23,463874.85,6.71,Estadual,1.8,27/04/2024
972583d1,Hospital Bem Estar 226,RO,Fortaleza,Hospital Geral,26,32.2,10,70,105,8113,131.32,66073.27,271004.01,13.11,Municipal,2.5,24/11/2024
dee31cf0,Hospital Vida 204,RO,Aracaju,UPA,489,84.9,99,51,37,7913,102.08,901684.3,161940.68,6.5,Municipal,3.5,04/08/2024
fe256cb1,Hospital Esperança 649,RO,Palmas,Posto de Saúde,241,80.0,48,42,123,1165,129.67,643536.46,728710.58,1.21,Municipal,2.1,02/12/2024
dc63872b,Hospital Saúde 236,RO,São Luís,Unidade Mista,252,76.2,27,26,34,4844,87.22,239435.15,825224.96,6.26,Municipal,2.4,22/09/2024
f4e5c505,Hospital Saúde 622,RO,Fortaleza,Hospital Especializado,209,29.0,3,70,107,6525,64.99,75131.31,186825.7,4.64,Municipal,1.3,08/12/2024
1152429f,Hospital Vida 947,RO,Manaus,Hospital Geral,133,73.9,44,70,72,8940,148.64,903581.5,175345.45,14.26,Federal,1.7,05/08/2024
07317c0b,Hospital Vida 654,RO,Fortaleza,UPA,446,87.4,35,21,51,6811,148.75,527691.67,690380.46,12.81,Federal,3.5,24/01/2025
b7f171dc,Hospital Bem Estar 37,RO,Aracaju,Posto de Saúde,311,79.7,86,40,74,3665,32.83,725871.68,743555.8,14.16,Federal,1.1,15/03/2025
38444db4,Hospital Saúde 613,RO,São Luís,Unidade Mista,63,77.3,35,68,73,8417,114.94,248834.35,350991.37,0.81,Federal,2.7,07/03/2025
331932bd,Hospital Bem Estar 197,RO,Curitiba,Hospital Especializado,272,44.4,6,64,94,1342,93.87,261854.45,717278.81,5.18,Federal,1.8,09/11/2024
b2f3f75f,Hospital Bem Estar 872,RO,Brasília,Hospital Geral,241,91.2,115,19,95,1755,135.22,936165.38,24684.65,2.67,Estadual,2.3,27/02/2025
f4ecf53e,Hospital Bem Estar 612,RO,Brasília,UPA,162,20.0,75,31,78,8697,176.18,116836.76,503540.92,7.71,Estadual,3.8,17/06/2024
3790e97b,Hospital Saúde 770,RO,Manaus,Posto de Saúde,352,77.7,133,26,118,7273,50.59,788980.39,475397.63,5.94,Estadual,2.8,30/01/2025
8b06cc3a,Hospital Esperança 536,RO,Brasília,Unidade Mista,287,83.0,79,94,48,1507,127.69,401148.26,525250.86,8.61,Estadual,1.4,10/10/2024
bbffaf30,Hospital Bem Estar 897,RO,Palmas,Hospital Especializado,282,68.0,96,33,123,7471,125.14,848558.37,305144.57,10.68,Estadual,3.6,16/12/2024
c176dba4,Hospital Esperança 355,RO,Vitória,Hospital Geral,455,43.9,72,50,63,6125,46.07,278974.11,855929.69,5.62,Municipal,2.1,16/11/2024
e4807660,Hospital Bem Estar 630,RO,Campo Grande,UPA,87,29.8,65,29,135,8389,176.77,171456.31,819126.01,10.22,Municipal,2.6,09/01/2025
4b9bdfed,Hospital Saúde 994,RO,Porto Alegre,Posto de Saúde,334,30.5,15,58,52,5426,136.79,245790.36,791902.45,6.54,Municipal,3.0,26/10/2024
889241a4,Hospital Bem Estar 74,RO,Aracaju,Unidade Mista,330,83.1,66,13,55,766,67.42,125186.75,248489.89,0.22,Municipal,3.0,22/08/2024
203a1e19,Hospital Saúde 408,RO,Rio Branco,Hospital Especializado,93,94.9,65,26,89,3179,166.06,499890.98,613132.8,2.6,Municipal,3.4,07/06/2024
9f9b77a3,Hospital Vida 307,RO,Vitória,Hospital Geral,19,81.5,28,29,127,6641,148.29,879961.05,322860.89,1.81,Federal,1.1,11/06/2024
e0dd3f6a,Hospital Saúde 93,RO,João Pessoa,UPA,392,96.0,17,66,42,3521,34.45,467637.41,24318.84,14.61,Federal,1.0,26/02/2025
38c931df,Hospital Saúde 283,RO,Teresina,Posto de Saúde,55,82.3,30,17,46,7708,169.76,373759.05,893978.52,6.54,Federal,1.6,17/06/2024
08f1a11e,Hospital Esperança 655,RO,Goiânia,Unidade Mista,281,97.0,139,92,66,830,84.54,489154.0,511428.95,7.76,Federal,2.5,27/07/2024
